temp_water,formatted_time,alias,latitude,longitude
20.3,2022-06-20 12:18:00,Bergabadet,59.057008,17.440774
20.1,2022-06-21 12:18:00,Bergabadet,59.057008,17.440774
21.9,2022-06-22 12:19:00,Bergabadet,59.057008,17.440774
21.1,2022-06-23 12:19:00,Bergabadet,59.057008,17.440774
22.2,2022-06-24 12:19:00,Bergabadet,59.057008,17.440774
22.1,2022-06-25 12:19:00,Bergabadet,59.057008,17.440774
23.4,2022-06-26 12:20:00,Bergabadet,59.057008,17.440774
23.5,2022-06-27 12:20:00,Bergabadet,59.057008,17.440774
24.8,2022-06-28 12:20:00,Bergabadet,59.057008,17.440774
25.8,2022-06-29 12:21:00,Bergabadet,59.057008,17.440774
24.8,2022-06-30 12:21:00,Bergabadet,59.057008,17.440774
22.0,2022-07-12 11:53:00,Bergabadet,59.057008,17.440774
22.9,2022-07-13 11:54:00,Bergabadet,59.057008,17.440774
22.1,2022-07-14 11:54:00,Bergabadet,59.057008,17.440774
20.9,2022-07-15 11:54:00,Bergabadet,59.057008,17.440774
20.3,2022-07-16 11:54:00,Bergabadet,59.057008,17.440774
20.4,2022-07-17 11:55:00,Bergabadet,59.057008,17.440774
20.6,2022-07-18 11:55:00,Bergabadet,59.057008,17.440774
20.9,2022-07-19 11:55:00,Bergabadet,59.057008,17.440774
21.3,2022-07-20 11:56:00,Bergabadet,59.057008,17.440774
22.3,2022-07-21 11:56:00,Bergabadet,59.057008,17.440774
25.1,2022-07-22 11:56:00,Bergabadet,59.057008,17.440774
22.9,2022-07-23 11:56:00,Bergabadet,59.057008,17.440774
22.3,2022-07-24 11:57:00,Bergabadet,59.057008,17.440774
21.9,2022-07-25 11:57:00,Bergabadet,59.057008,17.440774
22.2,2022-07-26 11:57:00,Bergabadet,59.057008,17.440774
21.2,2022-07-27 11:58:00,Bergabadet,59.057008,17.440774
20.9,2022-07-28 11:58:00,Bergabadet,59.057008,17.440774
20.6,2022-07-29 11:58:00,Bergabadet,59.057008,17.440774
20.8,2022-07-30 11:58:00,Bergabadet,59.057008,17.440774
20.6,2022-07-31 11:59:00,Bergabadet,59.057008,17.440774
21.1,2022-08-01 11:59:00,Bergabadet,59.057008,17.440774
21.6,2022-08-02 11:59:00,Bergabadet,59.057008,17.440774
21.1,2022-08-03 12:00:00,Bergabadet,59.057008,17.440774
22.3,2022-08-04 12:00:00,Bergabadet,59.057008,17.440774
22.4,2022-08-05 11:00:00,Bergabadet,59.057008,17.440774
21.8,2022-08-06 12:00:00,Bergabadet,59.057008,17.440774
21.4,2022-08-07 12:01:00,Bergabadet,59.057008,17.440774
21.4,2022-08-08 12:01:00,Bergabadet,59.057008,17.440774
22.1,2022-08-09 12:01:00,Bergabadet,59.057008,17.440774
21.4,2022-08-10 12:02:00,Bergabadet,59.057008,17.440774
21.8,2022-08-11 12:02:00,Bergabadet,59.057008,17.440774
22.5,2022-08-12 12:02:00,Bergabadet,59.057008,17.440774
22.4,2022-08-13 12:02:00,Bergabadet,59.057008,17.440774
22.4,2022-08-14 12:03:00,Bergabadet,59.057008,17.440774
23.1,2022-08-15 12:03:00,Bergabadet,59.057008,17.440774
22.4,2022-08-16 12:03:00,Bergabadet,59.057008,17.440774
23.7,2022-08-17 12:03:00,Bergabadet,59.057008,17.440774
23.3,2022-08-18 12:04:00,Bergabadet,59.057008,17.440774
23.8,2022-08-19 12:04:00,Bergabadet,59.057008,17.440774
24.1,2022-08-20 12:04:00,Bergabadet,59.057008,17.440774
23.2,2022-08-21 12:05:00,Bergabadet,59.057008,17.440774
22.9,2022-08-22 12:05:00,Bergabadet,59.057008,17.440774
22.3,2022-08-23 12:05:00,Bergabadet,59.057008,17.440774
21.9,2022-08-24 12:05:00,Bergabadet,59.057008,17.440774
21.2,2022-08-25 12:06:00,Bergabadet,59.057008,17.440774
21.1,2022-08-26 12:06:00,Bergabadet,59.057008,17.440774
21.8,2022-08-27 12:06:00,Bergabadet,59.057008,17.440774
21.4,2022-08-28 12:07:00,Bergabadet,59.057008,17.440774
19.8,2022-08-29 12:07:00,Bergabadet,59.057008,17.440774
19.0,2022-08-30 12:07:00,Bergabadet,59.057008,17.440774
18.5,2022-08-31 12:07:00,Bergabadet,59.057008,17.440774
18.0,2022-09-01 12:08:00,Bergabadet,59.057008,17.440774
17.4,2022-09-02 12:08:00,Bergabadet,59.057008,17.440774
16.9,2022-09-03 12:08:00,Bergabadet,59.057008,17.440774
16.6,2022-09-04 12:09:00,Bergabadet,59.057008,17.440774
16.8,2022-09-05 12:09:00,Bergabadet,59.057008,17.440774
16.5,2022-09-06 12:09:00,Bergabadet,59.057008,17.440774
16.0,2022-09-07 12:09:00,Bergabadet,59.057008,17.440774
16.1,2022-09-08 12:10:00,Bergabadet,59.057008,17.440774
15.6,2022-09-09 12:10:00,Bergabadet,59.057008,17.440774
15.4,2022-09-10 12:10:00,Bergabadet,59.057008,17.440774
15.3,2022-09-11 12:11:00,Bergabadet,59.057008,17.440774
15.0,2022-09-12 12:11:00,Bergabadet,59.057008,17.440774
14.9,2022-09-13 12:11:00,Bergabadet,59.057008,17.440774
15.0,2022-09-14 12:11:00,Bergabadet,59.057008,17.440774
14.9,2022-09-15 12:12:00,Bergabadet,59.057008,17.440774
14.5,2022-09-16 12:12:00,Bergabadet,59.057008,17.440774
14.3,2022-09-17 12:12:00,Bergabadet,59.057008,17.440774
14.6,2022-09-18 12:13:00,Bergabadet,59.057008,17.440774
14.1,2022-09-19 12:13:00,Bergabadet,59.057008,17.440774
13.9,2022-09-20 12:13:00,Bergabadet,59.057008,17.440774
13.4,2022-09-21 12:14:00,Bergabadet,59.057008,17.440774
13.2,2022-09-22 12:14:00,Bergabadet,59.057008,17.440774
13.3,2022-09-23 12:14:00,Bergabadet,59.057008,17.440774
13.6,2022-09-24 12:14:00,Bergabadet,59.057008,17.440774
13.2,2022-09-25 12:15:00,Bergabadet,59.057008,17.440774
13.1,2022-09-26 12:15:00,Bergabadet,59.057008,17.440774
13.3,2022-09-27 12:15:00,Bergabadet,59.057008,17.440774
13.2,2022-09-28 11:16:00,Bergabadet,59.057008,17.440774
12.9,2022-09-29 12:16:00,Bergabadet,59.057008,17.440774
12.7,2022-09-30 12:16:00,Bergabadet,59.057008,17.440774
12.4,2022-10-01 12:16:00,Bergabadet,59.057008,17.440774
12.4,2022-10-02 12:17:00,Bergabadet,59.057008,17.440774
12.6,2022-10-03 12:17:00,Bergabadet,59.057008,17.440774
12.3,2022-10-04 12:17:00,Bergabadet,59.057008,17.440774
12.4,2022-10-05 12:18:00,Bergabadet,59.057008,17.440774
12.5,2022-10-06 12:18:00,Bergabadet,59.057008,17.440774
12.2,2022-10-07 12:18:00,Bergabadet,59.057008,17.440774
12.1,2022-10-08 12:18:00,Bergabadet,59.057008,17.440774
11.8,2022-10-09 12:19:00,Bergabadet,59.057008,17.440774
11.4,2022-10-10 12:19:00,Bergabadet,59.057008,17.440774
11.4,2022-10-11 12:19:00,Bergabadet,59.057008,17.440774
11.2,2022-10-12 12:20:00,Bergabadet,59.057008,17.440774
10.7,2022-10-13 12:20:00,Bergabadet,59.057008,17.440774
10.7,2022-10-14 12:20:00,Bergabadet,59.057008,17.440774
10.6,2022-10-15 12:21:00,Bergabadet,59.057008,17.440774
11.1,2022-10-16 12:21:00,Bergabadet,59.057008,17.440774
10.8,2022-10-17 12:21:00,Bergabadet,59.057008,17.440774
10.6,2022-10-18 12:01:00,Bergabadet,59.057008,17.440774
10.1,2022-10-19 12:02:00,Bergabadet,59.057008,17.440774
9.8,2022-10-20 10:02:00,Bergabadet,59.057008,17.440774
9.5,2022-10-21 11:03:00,Bergabadet,59.057008,17.440774
9.4,2022-10-22 11:03:00,Bergabadet,59.057008,17.440774
9.3,2022-10-23 11:03:00,Bergabadet,59.057008,17.440774
9.3,2022-10-24 11:03:00,Bergabadet,59.057008,17.440774
9.3,2022-10-25 11:03:00,Bergabadet,59.057008,17.440774
9.4,2022-10-26 11:03:00,Bergabadet,59.057008,17.440774
9.6,2022-10-28 11:02:00,Bergabadet,59.057008,17.440774
9.9,2022-10-29 11:02:00,Bergabadet,59.057008,17.440774
9.5,2022-10-30 10:02:00,Bergabadet,59.057008,17.440774
9.3,2022-10-31 10:02:00,Bergabadet,59.057008,17.440774
9.1,2022-11-01 10:05:00,Bergabadet,59.057008,17.440774
9.2,2022-11-02 10:02:00,Bergabadet,59.057008,17.440774
9.0,2022-11-03 10:02:00,Bergabadet,59.057008,17.440774
8.9,2022-11-04 10:02:00,Bergabadet,59.057008,17.440774
8.9,2022-11-05 10:02:00,Bergabadet,59.057008,17.440774
8.7,2022-11-06 10:02:00,Bergabadet,59.057008,17.440774
8.6,2022-11-07 10:02:00,Bergabadet,59.057008,17.440774
8.5,2022-11-08 10:02:00,Bergabadet,59.057008,17.440774
8.5,2022-11-09 10:02:00,Bergabadet,59.057008,17.440774
8.4,2022-11-10 10:02:00,Bergabadet,59.057008,17.440774
8.6,2022-11-11 10:02:00,Bergabadet,59.057008,17.440774
8.9,2022-11-12 10:02:00,Bergabadet,59.057008,17.440774
8.8,2022-11-13 10:02:00,Bergabadet,59.057008,17.440774
8.6,2022-11-14 10:02:00,Bergabadet,59.057008,17.440774
8.5,2022-11-15 10:04:00,Bergabadet,59.057008,17.440774
8.2,2022-11-16 10:02:00,Bergabadet,59.057008,17.440774
7.7,2022-11-17 10:02:00,Bergabadet,59.057008,17.440774
7.2,2022-11-18 10:02:00,Bergabadet,59.057008,17.440774
6.6,2022-11-19 10:02:00,Bergabadet,59.057008,17.440774
5.9,2022-11-20 10:02:00,Bergabadet,59.057008,17.440774
5.5,2022-11-21 10:02:00,Bergabadet,59.057008,17.440774
4.8,2022-11-22 10:02:00,Bergabadet,59.057008,17.440774
4.7,2022-11-23 10:02:00,Bergabadet,59.057008,17.440774
4.6,2022-11-24 10:02:00,Bergabadet,59.057008,17.440774
4.4,2022-11-25 10:02:00,Bergabadet,59.057008,17.440774
4.3,2022-11-26 10:01:00,Bergabadet,59.057008,17.440774
4.1,2022-11-27 10:01:00,Bergabadet,59.057008,17.440774
4.2,2022-11-28 10:01:00,Bergabadet,59.057008,17.440774
4.2,2022-11-29 10:04:00,Bergabadet,59.057008,17.440774
4.1,2022-11-30 10:01:00,Bergabadet,59.057008,17.440774
4.1,2022-12-01 10:01:00,Bergabadet,59.057008,17.440774
3.9,2022-12-02 10:01:00,Bergabadet,59.057008,17.440774
3.6,2022-12-03 10:01:00,Bergabadet,59.057008,17.440774
3.4,2022-12-04 10:01:00,Bergabadet,59.057008,17.440774
2.7,2022-12-05 10:01:00,Bergabadet,59.057008,17.440774
1.8,2022-12-06 10:01:00,Bergabadet,59.057008,17.440774
1.9,2022-12-07 10:01:00,Bergabadet,59.057008,17.440774
2.2,2022-12-08 10:01:00,Bergabadet,59.057008,17.440774
2.2,2022-12-09 10:01:00,Bergabadet,59.057008,17.440774
2.2,2022-12-10 10:01:00,Bergabadet,59.057008,17.440774
2.3,2022-12-11 10:01:00,Bergabadet,59.057008,17.440774
2.3,2022-12-12 10:01:00,Bergabadet,59.057008,17.440774
2.3,2022-12-13 10:04:00,Bergabadet,59.057008,17.440774
2.3,2022-12-14 10:01:00,Bergabadet,59.057008,17.440774
2.3,2022-12-15 10:01:00,Bergabadet,59.057008,17.440774
2.4,2022-12-16 10:01:00,Bergabadet,59.057008,17.440774
2.4,2022-12-17 10:01:00,Bergabadet,59.057008,17.440774
2.4,2022-12-18 10:01:00,Bergabadet,59.057008,17.440774
2.4,2022-12-19 10:01:00,Bergabadet,59.057008,17.440774
2.4,2022-12-20 10:01:00,Bergabadet,59.057008,17.440774
2.4,2022-12-21 10:01:00,Bergabadet,59.057008,17.440774
2.4,2022-12-22 10:01:00,Bergabadet,59.057008,17.440774
2.4,2022-12-23 10:01:00,Bergabadet,59.057008,17.440774
2.4,2022-12-24 10:01:00,Bergabadet,59.057008,17.440774
2.4,2022-12-25 10:01:00,Bergabadet,59.057008,17.440774
